relative_position_r,relative_position_t,relative_position_n,relative_velocity_r,relative_velocity_t,relative_velocity_n,miss_distance
-832.5,4113.7,-26473.5,-6.4,-14832.6,-2304.6,26804.0
242.7,2222.5,-4358.7,11.5,-11885.8,-6068.2,4898.0
68.2,-166.4,-608.1,-34.8,-13939.5,3830.6,634.0
-288.5,-1928.3,4760.8,4.6,-12763.4,-5170.7,5144.0
-0.6,5038.4,20995.2,14.4,-14130.9,3388.4,21591.0
-315.0,-505.7,-6043.0,4.7,-14967.2,1246.2,6072.0
1676.9,-12706.2,-29202.1,-7.7,-12674.7,5516.0,31890.0
-387.1,-384.6,2096.9,4.8,-14552.3,-2672.7,2166.0
1461.7,-3189.6,22673.9,30.1,-14931.0,-2105.1,22943.0
-1116.7,17571.3,44485.2,3.5,-12874.7,5085.6,47842.0
489.2,14496.8,-25065.2,-63.5,-11298.2,-6536.7,28959.0
348.0,-31953.8,4660.6,196.4,-302.7,-2089.7,32293.0
1618.1,-4103.5,-15746.9,5.9,-14219.1,3705.8,16353.0
1603.6,8047.8,-1764.6,-45.2,-680.6,-3143.7,8393.0
-374.4,24992.2,5640.0,-122.9,-753.4,3330.4,25623.0
44.2,693.9,879.0,-20.2,-9249.7,7307.3,1120.0
-109.0,8319.7,2802.9,-11.3,-1547.5,4592.1,8779.0
712.0,2279.7,11017.5,54.2,-14421.6,2975.6,11273.0
-88.2,12376.1,-7823.6,15.9,-4268.4,-6754.0,14641.0
-706.2,-10340.4,3465.4,70.8,-1587.1,-4719.6,10928.0
-355.3,-1864.5,16768.1,-18.4,-15044.4,-1674.5,16875.0
225.3,-12568.2,1826.2,-17.5,-293.8,-2019.6,12702.0
44.9,-177.7,-106.7,41.7,-4055.7,6625.2,212.0
99.4,2324.8,-3682.9,-109.9,-10792.5,-6804.3,4356.0
-202.6,8264.2,18259.7,-34.5,-12489.2,5650.0,20043.0
-412.9,-9250.6,23537.9,106.2,-13113.1,-5151.4,25293.0
232.0,14075.9,-11235.1,-23.2,-5855.4,-7334.8,18011.0
-231.6,171.8,-2336.9,-74.5,-14831.8,-1098.4,2354.0
1404.5,-2421.6,-12998.9,14.2,-14708.6,2743.1,13296.0
380.2,8995.8,-6314.1,-12.2,-4932.6,-7028.8,10997.0
-611.3,-76.2,770.7,65.8,-14953.7,-1449.1,986.0
-387.5,2686.7,-14607.0,-42.4,-14585.2,-2683.9,14857.0
-385.6,14890.1,3762.2,-9.1,-899.4,3558.5,15362.0
42.4,-110.5,-744.3,-85.8,-14716.0,2244.7,753.0
545.8,3128.5,-6922.8,2.0,-12551.0,-5665.2,7616.0
286.8,-168.8,2366.2,16.6,-14937.4,-1069.8,2389.0
-52.5,-10229.6,24942.3,-35.2,-12915.8,-5298.6,26958.0
-305.9,-960.8,1527.5,11.4,-10780.2,-6774.0,1830.0
412.0,-2259.5,1152.5,71.1,-3071.7,-6051.8,2569.0
129.9,-855.4,4383.5,53.5,-14512.6,-2846.2,4468.0
-186.4,-3183.7,-4616.9,-21.0,-10195.3,7030.1,5611.0
81.5,-2005.9,1143.0,-23.8,-3673.9,-6433.1,2310.0
-213.9,11607.7,-20318.4,-46.0,-11303.7,-6458.9,23401.0
234.7,-23637.3,4099.7,-30.8,-444.0,-2558.2,23991.0
21.7,1981.4,2200.7,-12.7,-8201.8,7374.8,2961.0
-96.4,14772.6,-15771.6,-11.4,-8032.2,-7523.1,21609.0
-667.1,-27007.6,-7833.1,17.3,-1162.0,4005.3,28128.0
-17.0,55.2,397.6,-33.0,-14681.3,2153.0,401.0
-1228.0,619.9,4094.3,-8.7,-14795.6,2235.8,4319.0
-66.7,-23033.2,-30113.8,-11.6,-9438.5,7220.1,37912.0
-129.4,8514.1,14536.6,5.5,-11172.3,6542.1,16846.0
570.5,-254.1,5154.8,-1.0,-14945.9,-739.8,5192.0
-23.4,10363.7,-33028.2,-27.3,-13657.2,-4285.8,34616.0
366.4,3736.2,16835.0,-23.3,-14346.7,3187.8,17248.0
-660.5,-12138.7,27687.6,17.5,-12933.5,-5670.1,30238.0
322.0,-19018.1,6621.7,25.5,-1623.5,-4664.6,20140.0
-115.5,11174.2,11363.4,-21.9,-7613.8,7487.4,15937.0
256.9,6914.6,3625.1,249.5,-3407.6,6482.9,7811.0
-1835.9,32745.5,-30876.8,-27.5,-7043.7,-7467.6,45044.0
245.7,-4804.9,14012.3,-38.3,-13342.8,-4575.7,14815.0
25.3,-5852.5,13421.9,4.7,-12797.1,-5580.0,14642.0
27.1,-27885.7,6407.8,-0.6,-772.7,-3362.1,28612.0
-231.1,13856.4,3487.6,-7.9,-892.7,3545.8,14290.0
15.8,432.1,-2328.3,-99.7,-14508.2,-2701.1,2368.0
-43.5,-9261.2,-2311.6,-47.4,-862.6,3456.0,9545.0
-1212.2,2362.3,-3239.2,-50.8,-9985.4,-7250.7,4188.0
-317.7,35744.2,17982.6,14.4,-3017.7,5998.1,40013.0
-384.9,-39201.1,46577.9,44.6,-8771.5,-7381.4,60879.0
69.0,-10868.1,11919.7,-38.4,-8184.6,-7460.9,16130.0
-286.1,-650.1,-5851.2,-6.9,-15015.1,1660.9,5894.0
117.0,-10960.6,-17135.6,110.1,-10611.3,6788.5,20341.0
-234.9,8447.7,5376.7,-399.2,-4396.1,6886.8,10016.0
-156.3,2214.4,-14959.3,1.6,-14760.7,-2186.4,15123.0
521.9,-2675.7,8491.5,-27.9,-13614.4,-4286.3,8918.0
-446.4,-19283.7,7061.9,57.3,-1815.3,-4952.3,20540.0
-247.4,1029.4,-6388.6,-22.9,-14652.1,-2366.7,6475.0
95.2,-18521.9,-24825.8,25.9,-9678.5,7222.3,30974.0
-406.7,-4120.9,-9904.8,6.0,-12780.0,5316.7,10735.0
544.5,4894.4,-33655.4,69.4,-14587.1,-2118.7,34013.0
8.1,-1700.7,20087.6,42.1,-14861.1,-1258.4,20159.0
-114.7,7424.7,-4239.8,-27.7,-3646.3,-6382.4,8550.0
-299.4,-2701.8,6892.5,12.4,-12927.0,-5067.2,7409.0
573.8,38729.8,3535.7,-5.7,-117.4,1286.6,38895.0
-1643.8,-8670.7,3887.5,662.1,-3096.1,-6628.3,9643.0
-187.0,47205.3,-565.5,-52.6,-2.4,-186.4,47209.0
324.3,-13259.0,2922.1,2.2,-677.7,-3074.7,13581.0
-94.7,2353.5,12217.7,3.5,-14476.7,2784.3,12442.0
98.3,-371.0,-597.8,61.3,-10902.7,6722.5,710.0
-168.2,12.6,-669.6,3.3,-14920.9,-292.3,690.0
-618.2,27713.1,38458.3,-24.8,-9854.6,7101.5,47407.0
532.4,-3062.9,15535.2,-10.3,-14526.7,-2863.5,15843.0
179.4,1627.2,596.4,-15.1,-1782.6,4855.5,1742.0
-530.4,24492.5,-16044.2,-12.6,-4583.6,-6997.2,29284.0
-304.3,-2547.9,1109.3,-427.6,-2564.7,-6015.8,2795.0
-352.9,20931.1,-24078.9,-1.7,-8541.8,-7424.5,31906.0
-32.1,-4735.4,5945.2,2.7,-9214.8,-7345.1,7600.0
1990.6,-7086.6,9469.8,9.3,-9878.0,-7395.1,11994.0
166.2,-180.0,98.0,35.9,-3272.7,-6194.7,263.0
-104.1,-2310.8,-6605.1,24.3,-13301.6,4650.3,6998.0
625.7,-8743.4,-1861.9,-49.6,-648.2,3026.2,8961.0
1979.3,-3715.7,-18454.6,-51.6,-14394.8,2892.5,18928.0
-487.1,3058.3,4239.2,-8.6,-9986.4,7207.0,5249.0
-847.2,8175.3,-21109.0,-35.0,-12953.7,-5017.0,22652.0
91.1,-196.5,-1003.0,9.3,-14402.9,2835.6,1026.0
-64.0,1591.8,517.9,-85.9,-1428.6,4384.4,1675.0
479.3,2853.8,-2493.3,-35.1,-6499.6,-7440.0,3819.0
358.4,-10138.8,17528.8,-1.7,-11260.3,-6514.1,20252.0
-75.7,-1202.9,-2185.2,-26.8,-11573.8,6371.7,2495.0
-223.8,3642.7,-4602.6,-5.6,-9231.1,-7308.3,5873.0
-338.0,13977.7,7194.7,-13.2,-3154.3,6127.3,15724.0
322.0,-5257.9,-14977.1,22.7,-13421.8,4713.0,15876.0
454.7,-118.5,-288.5,3.3,-13047.4,5178.0,551.0
241.5,-152.5,-1406.2,15.7,-14845.4,1596.4,1434.0
-275.4,7769.0,19434.5,16.5,-12917.1,5165.6,20931.0
-163.3,348.6,1703.9,-15.6,-14295.1,2897.5,1746.0
-180.0,-14562.6,11459.1,-43.9,-5794.6,-7363.6,18531.0
1148.3,-12966.5,7861.6,10.7,-4091.7,-6748.1,15207.0
1022.0,-6190.7,-10127.3,41.8,-10923.7,6683.2,11913.0
1321.1,5256.8,-223.4,-7.1,-19.8,-507.9,5424.0
-196.7,-23777.7,-23320.5,-1.0,-7388.8,7532.9,33305.0
-391.5,1785.5,-9862.6,-19.2,-14383.1,-2600.1,10030.0
-26.0,-13936.8,5024.1,8.8,-1735.5,-4813.8,14814.0
545.4,-19437.8,37369.2,17.1,-12008.3,-6247.2,42125.0
-26.4,7523.3,7328.4,-16.5,-7230.7,7421.0,10502.0
21.7,9578.8,-260.8,-41.4,-19.7,-728.2,9582.0
979.5,30354.2,20538.9,-26.1,-4731.6,6994.7,36663.0
-189.8,2220.4,4870.5,74.8,-12431.3,5674.9,5356.0
-1420.6,1090.9,3259.0,-5.5,-13546.4,4515.6,3718.0
-95.0,-22720.5,-11874.3,61.1,-3194.1,6111.8,25636.0
211.0,-1961.8,-8862.7,9.1,-14280.4,3163.3,9079.0
-127.7,16502.7,8653.8,-15.8,-3259.7,6215.6,18634.0
43.9,-3662.5,715.2,-43.2,-557.1,-2850.7,3731.0
1325.1,3558.7,13031.3,-125.4,-14331.6,3927.6,13573.0
102.9,58.9,18.5,10.9,-1347.2,4289.0,119.0
138.0,-2701.3,1783.5,-79.1,-4612.3,-6985.0,3239.0
15.0,7635.8,-13222.0,8.1,-11295.0,-6521.5,15268.0
745.3,-16309.6,3068.4,-423.4,-1327.2,-6954.5,16612.0
-237.3,18550.3,4782.9,-24.2,-938.5,3638.4,19158.0
244.6,-9613.5,-17960.5,-13.5,-11629.4,6226.0,20372.0
-336.6,3250.6,-3465.0,25.1,-8016.5,-7529.6,4762.0
405.1,235.7,-817.9,-45.2,-13662.0,-4018.7,942.0
-277.6,8031.0,-1817.3,-48.2,-699.5,-3084.7,8238.0
228.7,41570.6,4397.5,-42.3,-172.8,1635.7,41803.0
38.3,8725.7,2243.0,46.2,-928.6,3610.6,9009.0
232.3,-13337.1,4073.4,-28.6,-1277.5,-4179.8,13947.0
-13.8,-301.3,-41.3,0.5,-268.6,1983.8,304.0
-240.8,-2038.4,1877.3,10.3,-6894.7,-7500.6,2781.0
84.5,-1130.6,3726.4,-12.0,-13796.9,-4173.3,3895.0
852.3,4454.9,-2488.7,-26.0,-3550.6,-6364.2,5173.0
-43.3,-129.8,1753.4,23.9,-14967.0,-1133.8,1758.0
101.2,376.7,1386.1,-22.9,-13987.8,3790.4,1439.0
-420.7,-8326.4,821.5,7.7,64.7,659.1,8377.0
-329.6,-1036.8,-9908.8,52.9,-14799.7,1543.8,9968.0
284.8,276.8,-1177.4,-4.0,-14308.1,-3380.4,1242.0
243.7,-881.5,2830.4,69.0,-14022.1,-4352.3,2974.0
101.2,29510.1,8965.1,-40.6,-1290.9,4249.8,30842.0
-119.9,1559.7,9498.8,41.2,-14566.1,2396.0,9626.0
395.2,-999.6,-7958.0,-46.6,-14620.8,1833.9,8030.0
-190.1,-8828.7,12715.8,134.0,-10193.4,-7072.0,15481.0
241.8,8649.6,2715.3,5.9,-1327.5,4228.5,9068.0
10.0,5876.7,7937.7,112.3,-9698.8,7178.3,9876.0
46.4,364.9,-1673.0,-166.9,-14349.2,-3125.3,1712.0
-1457.2,-32330.9,-14135.1,38.8,-2423.4,5538.5,35315.0
99.8,-1273.8,-10776.0,-24.6,-14793.2,1751.0,10851.0
370.8,2691.8,-2852.5,27.3,-8043.6,-7584.3,3939.0
-916.1,5896.0,-34273.3,-7.6,-14754.4,-2536.3,34788.0
-77.6,1055.4,9465.3,22.4,-14893.5,1663.3,9524.0
1335.9,1.0,-158.5,-1138.0,-9295.6,-9852.0,1345.0
-466.4,18093.3,4355.2,-21.6,-819.7,3403.3,18615.0
335.8,-264.2,1487.4,-21.1,-14599.5,-2551.1,1547.0
396.9,627.5,-298.2,-25.9,-2686.4,-5719.4,800.0
-1057.6,17711.0,44843.3,3.3,-12874.7,5085.5,48225.0
-421.0,-5757.8,27054.9,5.2,-14302.3,-3045.9,27663.0
248.6,-5788.9,26954.5,1.5,-14264.9,-3064.0,27570.0
-1793.7,-38438.0,9015.5,96.3,-813.0,-3447.4,39521.0
37.5,158.3,-651.1,43.0,-14042.2,-3335.3,671.0
-343.7,-273.3,-5945.5,12.5,-15183.8,704.7,5961.0
-67.1,-247.3,-1977.5,-14.6,-14777.1,1851.3,1993.0
-467.3,-1302.0,1384.8,29.8,-8014.5,-7529.9,1957.0
-152.4,-8650.0,-13058.7,-3.2,-10490.9,6949.1,15664.0
-200.8,-3401.4,1484.4,-54.1,-2373.4,-5447.1,3716.0
654.3,-3820.0,32803.1,18.5,-14671.9,-1707.1,33031.0
-329.3,41354.3,-49588.2,-41.2,-8837.3,-7369.7,64569.0
-150.7,16681.2,8382.1,-11.7,-3026.9,6023.6,18669.0
-1209.5,-1083.0,20671.7,-22.6,-15184.1,-798.5,20735.0
-1582.3,-203.8,-752.5,-22.2,-13898.5,3872.0,1763.0
402.0,-753.7,-3349.7,15.0,-14247.1,3206.0,3456.0
52.1,3398.5,-1002.5,1.8,-1220.4,-4132.3,3543.0
-49.2,-1434.5,-13494.0,35.4,-14846.4,1579.6,13570.0
302.9,-3360.0,-21074.1,-13.7,-14641.6,2331.3,21342.0
-390.0,-43649.3,-22692.4,63.1,-3196.8,6148.0,49197.0
263.1,-10066.3,-24748.9,-20.3,-12851.9,5225.2,26719.0
198.5,2126.0,381.5,6.3,-482.0,2679.2,2169.0
-992.4,517.7,-1434.4,-16.1,-13219.2,-4796.2,1819.0
6.1,-914.6,784.1,34.5,-6340.4,-7378.4,1204.0
1330.8,-1231.9,-25394.8,16.0,-15261.4,740.7,25459.0
99.4,1983.8,-6196.2,-65.0,-13599.3,-4355.1,6506.0
10.2,-56.5,968.6,-15.1,-15180.4,-863.1,970.0
-144.4,5825.4,2620.8,-52.6,-2496.2,5543.2,6389.0
-45.3,38350.3,-39362.3,-20.6,-7681.0,-7484.3,54955.0
591.7,-41778.0,-11291.3,49.0,-1016.0,3761.6,43280.0
-524.0,11088.1,8321.2,-3.0,-5409.7,7208.1,13873.0
-614.2,10903.8,-24989.3,-19.1,-12543.7,-5474.7,27271.0
89.9,3858.7,-3208.1,5.4,-6153.6,-7409.5,5018.0
3.5,2944.6,-5442.4,70.5,-11559.4,-6248.5,6187.0
917.1,-21422.1,3888.1,23.7,-482.3,-2663.5,21791.0
-1463.8,-8613.6,-30969.5,-12.7,-13901.5,3865.8,32178.0
1269.8,11363.8,3627.1,-20.8,-1399.0,4390.9,11996.0
-990.3,-30266.3,-14513.8,15.1,-2804.0,5845.5,33580.0
-35.7,7564.9,15091.8,-4.9,-11990.1,6010.3,16881.0
-291.8,-14998.4,19638.3,6.3,-9499.3,-7254.1,24712.0
1279.3,28985.6,-5605.4,5.8,-571.8,-2955.7,29550.0
-179.3,-27365.4,-24251.0,41.5,-6614.9,7463.3,36565.0
-1056.7,-8419.2,-12319.7,16.5,-10160.6,6940.2,14959.0
-1943.4,14469.0,-3738.4,-8.1,-941.9,-3640.9,15069.0
1537.2,8032.6,33515.9,25.0,-14280.9,3421.0,34499.0
-549.8,-7273.6,9439.4,-29.0,-9387.0,-7233.5,11929.0
-801.3,4430.1,-6002.3,40.3,-9670.4,-7139.2,7502.0
-1151.5,-1574.4,27779.3,1.9,-15151.5,-856.4,27847.0
-349.2,10620.3,-11817.7,-31.9,-8334.2,-7491.2,15892.0
-75.5,-30764.9,36950.6,26.3,-8891.8,-7403.3,48081.0
196.8,-3474.6,1934.0,76.6,-3511.3,-6320.3,3981.0
271.7,5723.7,1384.6,31.5,-838.5,3460.4,5895.0
-962.3,22547.9,-10122.2,-28.6,-2514.7,-5598.5,24734.0
-361.9,22564.2,25920.9,-33.1,-8603.5,7489.2,34368.0
-795.3,4110.7,-5577.9,40.7,-9670.5,-7139.2,6974.0
-1843.4,4617.8,-46105.6,5.6,-15139.9,-1516.9,46372.0
-76.2,-2661.2,-12732.4,5.0,-14388.3,3011.6,13007.0
58.7,14905.7,21119.7,-17.9,-9968.5,7035.7,25850.0
-327.1,-1173.2,-330.2,-6.5,-1112.6,3959.7,1261.0
-1586.2,-19919.8,26678.3,80.2,-9764.1,-7287.3,33332.0
-38.3,-9295.3,3098.7,-3.3,-1501.5,-4504.9,9798.0
-252.8,205.2,-973.9,2.2,-14463.3,-3030.3,1026.0
-520.9,10813.7,8628.2,-76.3,-5848.4,7323.9,13843.0
-425.7,-18402.5,6663.8,29.6,-1744.4,-4814.4,19576.0
-540.8,7209.8,1202.4,-19.8,-402.9,2407.0,7329.0
116.1,-2074.8,4723.7,-5.6,-12460.5,-5465.6,5160.0
479.0,408.3,4857.2,110.6,-14784.7,1222.7,4897.0
35.7,7130.8,-6828.7,-2.6,-7196.5,-7516.4,9873.0
324.1,-420.1,190.0,72.7,-2420.4,-5474.7,563.0
-236.3,354.3,-1827.2,-94.0,-14457.7,-2795.2,1876.0
16.4,2149.1,931.9,15.2,-2429.9,5603.9,2342.0
-466.1,16156.9,7190.0,-14.3,-2478.1,5566.5,17690.0
-29.8,-268.9,178.4,-10.0,-4565.0,-6918.1,324.0
-862.8,-6.1,31.1,43.1,-88.5,1185.9,863.0
1624.6,-4518.2,-23344.5,19.0,-14680.2,2841.5,23833.0
-352.7,-25448.8,-27952.5,-8.9,-8186.0,7453.4,37803.0
-22.5,-2690.5,16379.6,20.7,-14891.7,-2447.8,16599.0
353.8,-12187.2,-15974.7,-51.6,-9548.8,7284.5,20095.0
-408.8,-959.3,-707.4,691.5,-7490.5,9762.3,1260.0
33.8,-10143.2,281.8,-31.7,6.4,234.3,10147.0
-81.6,-5235.0,-10687.0,20.5,-12137.3,5944.9,11900.0
-16.9,235.0,-1465.3,7.0,-14553.1,-2347.2,1484.0
72.6,64.3,-335.8,327.3,-14470.0,-2540.8,349.0
5.5,4547.3,-5261.6,83.7,-8510.6,-7349.9,6954.0
-1674.9,-17396.6,26358.1,-49.6,-10407.5,-6873.7,31625.0
-721.9,-24161.5,-15109.7,28.3,-4165.2,6659.7,28506.0
-288.6,6933.5,4515.7,25.3,-4469.2,6865.4,8279.0
-133.8,267.8,-1950.4,58.2,-14713.3,-2019.5,1973.0
203.8,-2365.7,23410.3,-0.4,-15116.7,-1527.7,23530.0
-253.6,-116.8,176.2,-7.5,-10694.1,-6886.1,330.0
-116.6,11293.0,-6854.4,-9.7,-3989.0,-6573.6,13210.0
-1144.7,-2685.5,-39675.6,18.4,-15134.3,1024.5,39782.0
-335.0,20168.5,2912.8,43.3,-312.6,2168.9,20380.0
372.8,7773.5,-9587.0,-17.0,-9053.0,-7338.8,12348.0
1531.6,42.0,172.0,1.2,-14229.6,3686.7,1541.0
-437.0,3379.7,-603.6,-9.2,-484.4,-2702.3,3460.0
26.2,10380.7,-17976.5,5.1,-11295.0,-6521.4,20758.0
-1.1,-27288.0,22987.3,38.7,-6285.0,-7460.3,35679.0
-425.4,-29276.7,50.0,204.3,-1.5,860.6,29279.0
-801.5,5252.9,-32047.1,-7.4,-14792.9,-2425.5,32484.0
278.0,5806.1,-3496.8,-38.0,-3972.6,-6601.9,6783.0
60.7,9436.4,-9196.5,-12.9,-7414.2,-7608.3,13176.0
586.5,-1537.7,-6776.4,-98.0,-14255.9,3231.6,6973.0
-1039.6,-11528.6,15951.8,44.3,-9817.6,-7093.8,19709.0
1304.5,-5624.9,26626.5,9.7,-14544.1,-3073.0,27245.0
-224.4,-3132.7,-3143.3,22.4,-7482.4,7446.3,4443.0
-26.1,5805.6,-12665.2,-18.2,-12400.7,-5687.5,13932.0
356.9,13507.8,-12949.7,297.3,-9173.6,-9558.3,18715.0
-125.9,176.9,-2098.6,10.0,-14943.4,-1242.9,2109.0
-1471.2,1994.2,-525.1,9.8,-935.1,-3583.1,2533.0
-158.0,2181.2,-12366.9,-8.2,-14638.8,-2585.2,12558.0
-1105.4,-17523.7,15407.9,28.1,-6648.6,-7559.9,23360.0
168.8,-23306.8,13298.3,4.9,-3705.9,-6496.0,26834.0
-93.0,-27971.1,-5543.1,-8.6,-555.9,2805.5,28515.0
-137.0,1155.0,4666.2,-7.1,-14211.3,3521.9,4808.0
1058.8,27543.1,15677.5,-4.0,-3610.1,6342.5,31710.0
101.3,11924.9,26000.6,-25.3,-12426.8,5699.5,28605.0
174.5,31.5,-421.2,94.4,-14816.3,-1207.7,456.0
136.4,2802.5,1165.2,-74.8,-2196.2,5292.0,3038.0
-116.8,1011.0,-2283.7,-13.4,-12511.9,-5553.1,2500.0
-144.3,43345.3,-527.3,-48.3,-2.4,-186.4,43348.0
-98.3,-688.9,-657.5,303.9,-7473.0,7755.7,957.0
446.1,24049.6,16582.0,-46.1,-4816.6,6987.4,29215.0
-426.2,-2056.8,20858.3,-2.3,-15091.5,-1487.2,20963.0
-47.4,-812.6,2370.3,-3.6,-13484.0,-4636.7,2506.0
-265.4,-8951.7,12600.6,59.2,-9962.4,-7078.8,15458.0
-350.1,-5713.8,3874.5,-4.4,-4758.9,-7016.8,6912.0
-706.6,-12859.6,30595.6,15.6,-12729.3,-5351.0,33195.0
-321.4,-18156.2,6579.3,54.5,-1773.4,-4891.7,19314.0
516.4,-19284.0,-43409.9,-449.0,-14447.8,6414.5,47503.0
-118.0,10448.2,21427.5,3.6,-12159.0,5928.1,23839.0
84.0,-8800.7,-20493.9,15.1,-12778.3,5485.1,22303.0
584.0,4601.6,29489.1,48.9,-14621.1,2280.7,29851.0
520.2,15675.7,-34304.8,-44.7,-12439.0,-5684.0,37720.0
-357.6,1474.8,-4693.9,41.4,-13729.4,-4307.2,4933.0
218.1,4662.4,-175.7,17.6,-35.1,-907.8,4670.0
1502.1,2915.4,8987.0,136.4,-13607.3,4397.5,9566.0
265.2,-4159.9,4821.5,51.0,-10550.4,-9097.4,6373.0
-6.5,-13707.7,-21387.2,-0.1,-10849.7,6953.9,25403.0
-349.9,6381.8,-22960.6,7.6,-13916.1,-3866.2,23833.0
83.4,31076.4,-32625.1,-37.4,-7890.4,-7515.1,45057.0
180.6,-2556.2,8383.6,17.5,-13588.3,-4147.7,8766.0
7.5,-1621.1,-1282.5,131.9,-5903.1,7467.0,2067.0
-174.8,10941.1,19335.4,-8.9,-11425.6,6465.4,22217.0
-22.5,6792.9,-1001.5,-34.0,-351.4,-2383.0,6866.0
-237.6,-2471.5,-8878.2,-21.7,-13993.5,3900.1,9218.0
300.5,-3462.0,-12777.1,1.1,-14024.0,3799.1,13241.0
207.5,24306.8,-34806.1,-20.5,-10080.0,-7038.7,42453.0
-137.0,30517.2,9708.9,-31.8,-1376.0,4325.0,32024.0
-481.9,41010.5,11612.5,-53.2,-1129.6,3986.9,42625.0
-92.4,14064.4,-17689.9,-4.1,-9152.8,-7276.9,22599.0
-283.9,-5819.0,-2392.4,-175.7,-2262.2,5525.9,6297.0
-422.4,35487.1,39856.2,-18.3,-8382.8,7464.5,53366.0
364.5,1094.2,758.1,119.4,-4953.3,7102.9,1380.0
-100.6,3568.4,-6241.2,11.9,-11360.9,-6497.7,7189.0
89.0,-149.6,383.9,-25.2,-13279.3,-5046.9,421.0
10.4,-9850.4,10228.7,-18.0,-7818.1,-7526.3,14200.0
298.6,2383.3,9403.3,-105.6,-14022.7,3559.7,9705.0
212.6,-1864.5,-2469.9,26.6,-9466.8,7135.9,3101.0
-65.0,10842.5,40034.2,-14.9,-14023.8,3799.4,41476.0
-238.1,-780.2,-5134.1,52.1,-14708.2,2241.8,5198.0
-106.8,73.8,-38.8,-46.5,-3313.1,-6092.5,135.0
-350.5,17140.0,4348.4,-11.7,-906.2,3571.0,17686.0
979.0,-17695.6,27475.7,7.9,-10776.2,-6940.2,32695.0
896.7,-2251.6,2622.6,-160.1,-8742.8,-7445.4,3570.0
-42.4,-430.3,294.9,347.4,-5092.1,-7396.3,523.0
124.0,-8123.3,1463.8,-2.9,-499.8,-2773.3,8255.0
-228.1,-164.7,-888.8,92.5,-14648.9,2711.5,932.0
233.4,-2044.5,-1167.1,-4.9,-3645.6,6394.3,2365.0
1302.4,39658.1,-24392.7,342.3,-5935.8,-9632.4,46577.0
210.9,-8599.3,-2038.7,-38.0,-741.2,3123.4,8840.0
470.5,-25894.3,10316.5,-0.7,-2049.3,-5143.5,27877.0
1954.9,1372.0,11098.9,-10.6,-14735.5,1826.4,11352.0
2.9,-13646.8,-11452.7,32.6,-7210.8,8590.4,17815.0
149.2,1774.5,6401.9,88.9,-13906.2,3852.1,6645.0
51.0,-790.4,-289.8,39.5,-1775.9,4861.1,843.0
-1905.9,-31633.9,38865.4,259.7,-10020.2,-8142.3,50148.0
-150.6,2042.3,-734.3,-35.0,-1707.2,-4745.6,2175.0
-492.2,25883.9,17266.4,-8.0,-4660.0,6986.8,31118.0
45.1,7095.5,3607.4,-6.9,-3117.0,6134.0,7959.0
334.9,-19286.9,8561.7,23.8,-2487.0,-5603.8,21104.0
260.9,34025.9,-14533.7,-21.2,-2298.0,-5380.3,37000.0
234.3,-1619.1,-2354.8,26.0,-10127.2,6965.9,2867.0
245.9,-6508.5,-4321.2,-94.5,-4696.1,7064.6,7816.0
-264.1,472.6,1940.2,-204.0,-14295.6,3435.2,2014.0
19.4,4214.4,-2513.8,-5.2,-3934.7,-6591.5,4907.0
-236.5,9245.4,9876.4,13.7,-7919.4,7415.3,13530.0
-149.4,21137.0,-14000.2,-59.9,-4515.2,-6814.9,25353.0
-795.1,-20319.4,-12691.3,55.9,-4204.5,6728.7,23970.0
-1275.4,2790.5,6557.8,-552.5,-12705.8,5303.5,7240.0
142.1,-4359.3,-22068.1,1.0,-14444.7,2854.0,22494.0
-329.5,2657.8,-2216.9,-1.4,-6094.2,-7306.7,3476.0
-111.6,-23172.7,-22149.0,24.9,-7279.7,7615.1,32055.0
-135.6,20711.7,5732.1,44.0,-1042.1,3766.3,21490.0
-18.2,-39932.9,-35805.9,54.2,-6689.8,7460.1,53634.0
490.8,-440.2,5745.8,57.8,-14853.9,-1135.5,5783.0
-426.7,-8227.9,879.6,-13.2,-170.3,-1599.7,8285.0
873.1,-803.7,-482.5,0.7,-4056.0,6731.4,1281.0
-212.8,-2.1,183.9,11.8,-14952.7,110.0,281.0
347.7,1956.4,-6639.1,-34.9,-13697.7,-4046.4,6930.0
-271.0,-3657.0,9567.5,98.7,-13031.6,-4983.8,10246.0
-297.6,13741.9,3466.8,-7.9,-896.1,3552.2,14175.0
-79.3,4012.3,9119.7,-27.0,-12568.7,5531.4,9963.0
67.1,-7262.4,-1596.5,67.4,-716.1,3261.2,7436.0
269.9,1173.7,-3232.0,-47.7,-13203.1,-4804.6,3449.0
132.7,-70.4,-255.7,-4.8,-13844.5,3817.0,296.0
-79.5,8780.9,-4924.0,7.6,-3572.9,-6370.8,10067.0
-137.9,1426.7,-6917.6,6.7,-14342.7,-2964.0,7064.0
-1651.8,14464.1,-6504.7,-26.0,-2523.6,-5605.8,15945.0
-1836.4,616.1,11984.4,11.4,-15167.1,778.6,12139.0
381.8,-1447.7,3050.4,-9.7,-12444.8,-5887.6,3398.0
-192.6,-30.1,689.1,72.7,-14907.8,-697.7,716.0
-608.3,-19518.8,7148.2,57.5,-1815.4,-4952.6,20795.0
-1081.6,36757.0,37216.6,-36.2,-7710.8,7614.3,52319.0
73.1,-1155.8,5461.8,-13.6,-14367.5,-3040.6,5583.0
